0.10,0.25,0.02,0.05,0.12,0.20,0.19,0.23,0.21,N/A,0.08,0.05,0.07,0.16,0.10,0.09,0.16,0.07,-0.02,0.23,0.06,0.07,0.05,0.13,0.07,0.26,0.03,0.07,0.19,0.16,0.20,0.16,0.11,0.09,0.14,0.13,0.06,0.15,0.14,0.10,0.13,0.03,0.04,0.07,0.13,0.07,0.02,-0.01,0.20,0.09,0.04,0.13,0.02,1,0.04,0.13,0.20,0.16,0.10,0.06,0.02,0.14,0.07,0.04,0.12
0.07,0.06,-0.02,-0.01,0.07,0.13,0.25,0.08,0.05,N/A,0.27,0.18,0.13,0.15,0.34,0.17,0.12,0.24,0.02,0.12,0.12,0.08,0.03,0.09,0.35,0.14,0.31,0.15,0.04,0.14,0.10,0.05,0.08,0.12,0.15,0.04,0.02,0.06,0.09,0.16,0.11,0.08,0.10,0.24,0.17,0.06,0.09,0.27,0.14,0.01,0.02,0.05,0.00,0.04,1,0.25,0.15,0.12,0.09,0.04,0.13,0.19,0.08,0.11,0.17
0.09,0.16,0.02,0.03,0.15,0.31,0.38,0.12,0.21,N/A,0.28,0.13,0.20,0.27,0.35,0.18,0.26,0.11,0.01,0.33,0.12,0.20,0.05,0.21,0.36,0.19,0.05,0.24,0.19,0.21,0.26,0.20,0.16,0.16,0.26,0.13,0.20,0.28,0.19,0.18,0.17,0.13,0.08,0.11,0.35,0.23,0.02,0.13,0.38,0.14,0.09,0.07,0.06,0.13,0.25,1,0.22,0.20,0.09,0.07,0.11,0.34,0.22,0.24,0.23
0.17,0.15,0.06,0.04,0.18,0.24,0.21,0.15,0.14,N/A,0.22,0.14,0.13,0.34,0.14,0.18,0.17,0.15,-0.01,0.27,0.04,0.20,0.16,0.23,0.16,0.21,0.20,0.13,0.10,0.28,0.11,0.23,0.20,0.19,0.34,0.11,0.05,0.17,0.09,0.11,0.19,0.09,0.20,0.15,0.29,0.18,0.16,0.08,0.19,0.14,0.17,0.27,0.17,0.20,0.15,0.22,1,0.15,0.16,0.16,0.08,0.19,0.22,0.23,0.18
0.04,0.21,0.05,-0.02,0.09,0.18,0.14,0.06,0.13,N/A,0.08,0.12,-0.00,0.18,0.05,0.05,0.28,0.13,0.01,0.27,0.21,0.07,0.04,0.19,0.06,0.13,0.02,0.18,0.23,0.21,0.16,0.06,0.06,0.18,0.11,0.07,0.07,0.18,0.13,0.07,0.08,0.09,0.11,0.13,0.19,0.11,0.05,0.06,0.19,0.06,0.13,0.05,0.02,0.16,0.12,0.20,0.15,1,0.09,0.04,0.14,0.28,0.07,0.20,0.29
0.71,0.18,0.04,0.04,0.09,0.15,0.29,0.19,0.19,N/A,0.10,0.15,0.25,0.34,0.14,0.66,0.27,0.36,-0.00,0.11,0.05,0.54,0.24,0.12,0.10,0.13,0.02,0.14,0.05,0.25,0.26,0.37,0.46,0.10,0.23,0.12,0.14,0.15,0.05,0.16,0.83,0.16,0.26,0.36,0.36,0.15,0.03,0.08,0.17,0.14,0.03,0.22,0.05,0.10,0.09,0.09,0.16,0.09,1,0.77,0.11,0.14,0.27,0.22,0.16
0.81,0.15,0.04,-0.02,0.07,0.15,0.34,0.15,0.19,N/A,0.05,0.14,0.27,0.34,0.11,0.62,0.22,0.27,0.00,0.07,0.03,0.45,0.26,0.17,0.13,0.14,0.11,0.15,0.04,0.25,0.19,0.38,0.40,0.10,0.20,0.10,0.14,0.16,0.08,0.12,0.62,0.14,0.14,0.27,0.36,0.11,0.07,0.10,0.11,0.14,0.09,0.19,0.10,0.06,0.04,0.07,0.16,0.04,0.77,1,0.10,0.13,0.27,0.19,0.14
0.10,0.22,0.19,-0.00,0.16,0.14,0.22,0.19,0.22,N/A,0.13,0.19,0.15,0.19,0.23,0.08,0.27,0.16,0.49,0.07,0.14,0.11,0.04,0.22,0.11,0.21,0.18,0.30,0.26,0.20,0.29,0.19,0.13,0.17,0.19,0.22,0.14,0.37,0.15,0.08,0.08,0.19,0.06,0.16,0.21,0.05,0.01,0.18,0.21,0.52,0.15,0.09,0.13,0.02,0.13,0.11,0.08,0.14,0.11,0.10,1,0.26,0.11,0.33,0.17
0.13,0.28,0.05,-0.02,0.19,0.40,0.37,0.22,0.34,N/A,0.29,0.26,0.18,0.37,0.30,0.17,0.36,0.16,0.12,0.10,0.34,0.19,0.07,0.34,0.15,0.32,0.03,0.65,0.23,0.37,0.44,0.25,0.19,0.18,0.34,0.29,0.25,0.48,0.24,0.35,0.15,0.34,0.09,0.16,0.35,0.24,0.10,0.23,0.71,0.19,0.22,0.17,0.15,0.14,0.19,0.34,0.19,0.28,0.14,0.13,0.26,1,0.17,0.27,0.66
0.29,0.24,0.26,-0.01,0.17,0.29,0.31,0.13,0.32,N/A,0.26,0.24,0.15,0.33,0.14,0.28,0.30,0.24,0.02,0.13,0.05,0.27,0.12,0.30,0.15,0.23,0.11,0.20,0.10,0.29,0.35,0.29,0.27,0.18,0.29,0.20,0.12,0.19,0.19,0.14,0.24,0.16,0.10,0.24,0.33,0.12,0.04,0.13,0.23,0.20,0.18,0.10,0.05,0.07,0.08,0.22,0.22,0.07,0.27,0.27,0.11,0.17,1,0.36,0.18
0.20,0.29,0.17,-0.00,0.20,0.42,0.31,0.20,0.43,N/A,0.27,0.14,0.20,0.44,0.13,0.28,0.34,0.30,0.01,0.09,0.11,0.37,0.12,0.51,0.20,0.26,0.17,0.24,0.23,0.28,0.35,0.30,0.35,0.31,0.32,0.22,0.22,0.35,0.12,0.17,0.26,0.13,0.09,0.30,0.33,0.18,0.00,0.13,0.38,0.37,0.33,0.06,0.18,0.04,0.11,0.24,0.23,0.20,0.22,0.19,0.33,0.27,0.36,1,0.32
0.11,0.27,0.04,-0.01,0.20,0.31,0.30,0.15,0.33,N/A,0.27,0.18,0.20,0.32,0.27,0.16,0.36,0.20,-0.01,0.14,0.32,0.20,0.09,0.34,0.12,0.27,0.06,0.43,0.17,0.30,0.33,0.23,0.18,0.12,0.31,0.22,0.16,0.32,0.16,0.22,0.16,0.25,0.16,0.20,0.34,0.11,0.02,0.25,0.55,0.24,0.17,0.20,0.15,0.12,0.17,0.23,0.18,0.29,0.16,0.14,0.17,0.66,0.18,0.32,1
